product_id,product_length,product_depth,product_width,cluster_id,hierarchy1_id,hierarchy2_id,hierarchy3_id,hierarchy4_id,hierarchy5_id,product_name,product_location,product_description,rack_location,price,stock_quantity,discounts
P0606,3.0,17.0,7.0,cluster_9,H01,H0107,H010700,H01070009,H0107000901,Soup Ladle,Kitchen,Long-handled ladle for soups and stews,"1st Floor, Rack 3",494.0,34,10% discount
P0607,8.0,12.0,12.0,,H03,H0311,H031109,H03110900,H0311090001,Steaming Basket,Kitchen,Steaming basket for nutritious meals,"1st Floor, Rack 3",914.0,41,10% discount
P0608,7.5,17.5,8.8,cluster_0,H01,H0105,H010503,H01050309,H0105030901,Candy Thermometer,Kitchen,Thermometer for making candy,"1st Floor, Rack 3",413.0,33,10% discount
P0609,3.0,15.0,15.0,cluster_0,H03,H0313,H031305,H03130515,H0313051502,Metal Tongs,Kitchen,Heavy-duty metal tongs for grilling,"1st Floor, Rack 3",563.0,29,10% discount
P0610,5.0,20.0,30.0,cluster_9,H02,H0209,H020900,H02090000,H0209000001,Cotton Candy Machine,Kitchen,Home cotton candy maker for parties,"1st Floor, Rack 3",805.0,12,10% discount
P0611,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070006,Syringe for Basting,Kitchen,Food-safe syringe for basting meats,"1st Floor, Rack 3",457.0,12,10% discount
P0613,12.0,3.0,9.0,cluster_0,H00,H0002,H000206,H00020605,H0002060501,Coffee Press,Kitchen,French coffee press for brewing coffee,"1st Floor, Rack 3",660.0,17,10% discount
P0614,6.8,16.5,10.0,cluster_0,H01,H0108,H010807,H01080700,H0108070012,Pasta Drying Rack,Kitchen,Rack for drying handmade pasta,"1st Floor, Rack 3",876.0,31,10% discount
P0615,7.0,12.5,7.0,cluster_0,H00,H0002,H000206,H00020609,H0002060912,Cling Film Dispenser,Kitchen,Dispenser for cling wrap for ease of use,"1st Floor, Rack 3",955.0,31,10% discount
P0616,6.0,9.5,7.5,cluster_0,H00,H0002,H000206,H00020610,H0002061001,Cat Litter Box,Pets,Covered cat litter box for odor control,"2nd Floor, Rack 2",232.0,34,10% discount
P0617,,35.0,35.0,cluster_0,H03,H0314,H031408,H03140801,H0314080101,Wall Mounted Coat Rack,Home Organization,Wall-mounted coat rack for entryway,"3rd Floor, Rack 5",934.0,38,
P0618,4.0,14.0,14.0,cluster_0,H03,H0316,H031608,H03160817,H0316081706,Sofa Covers,Home Decor,Stretchable sofa covers for furniture protection,"2nd Floor, Rack 6",543.0,45,50% discount
P0619,5.0,28.0,16.0,cluster_0,H03,H0311,H031109,H03110900,H0311090003,Curtain Clips,Home Decor,Metal clips for hanging curtains,"2nd Floor, Rack 6",332.0,28,50% discount
P0620,12.0,4.0,5.0,cluster_0,H03,H0311,H031108,H03110805,H0311080502,Throw Pillows,Home Decor,Set of colorful throw pillows for decoration,"2nd Floor, Rack 6",513.0,48,50% discount
P0621,100.0,160.0,100.0,cluster_0,H01,H0108,H010806,H01080613,H0108061317,Wooden Trays,Home Decor,Decorative wooden trays for serving,"2nd Floor, Rack 6",982.0,28,50% discount
P0622,3.0,26.5,17.0,cluster_9,H03,H0311,H031110,H03111006,H0311100603,Home Fragrance Diffuser,Home Care,Essential oil diffuser for home fragrance,"3rd Floor, Rack 9",543.0,43,
P0623,8.2,8.2,8.2,cluster_0,H00,H0002,H000200,H00020000,H0002000001,Decorative Throw Blanket,Home Decor,Soft throw blanket for couches,"2nd Floor, Rack 6",396.0,15,50% discount
P0625,4.0,4.0,36.5,cluster_0,H01,H0106,H010601,H01060113,H0106011308,Stuffed Animal Storage,Kids Room,Large storage stuffed animal for organization,"5th Floor, Rack 1",670.0,43,
P0626,8.0,10.0,8.0,cluster_0,H00,H0002,H000206,H00020610,H0002061006,Kids Play Tent,Kids Room,Pop-up tent for indoor or outdoor play,"5th Floor, Rack 1",316.0,46,
P0627,1.0,1.0,1.0,cluster_0,H00,H0004,H000403,H00040300,H0004030012,Bean Bag Chair,Kids Room,Soft bean bag chair for cozy seating,"5th Floor, Rack 1",168.0,9,
P0628,3.0,18.0,7.0,cluster_0,H03,H0313,H031305,H03130518,H0313051832,Kids Wall Art,Kids Room,Fun-themed wall art for children's rooms,"5th Floor, Rack 1",216.0,29,
P0629,5.7,17.5,5.7,cluster_4,H00,H0000,H000004,H00000400,H0000040001,Craft Table,Kids Room,Sturdy table for kids' crafting,"5th Floor, Rack 1",215.0,24,
P0630,,,,cluster_9,H02,H0210,H021002,H02100203,H0210020304,Chalkboard Wall,Kids Room,Chalkboard paint for interactive walls,"5th Floor, Rack 1",237.0,38,
P0631,6.0,12.0,6.0,cluster_0,H00,H0003,H000313,H00031300,H0003130001,Learning Books,Kids Room,Educational books for early readers,"5th Floor, Rack 1",225.0,19,
P0632,36.5,38.0,57.0,cluster_0,H03,H0315,H031508,H03150800,H0315080002,Tabletop Games,Family Time,Family-friendly tabletop games for fun,"5th Floor, Rack 2",677.0,4,
P0633,6.0,14.0,6.0,cluster_0,H00,H0000,H000004,H00000400,H0000040012,Pillow Pets,Kids Room,Soft toys that transform into pillows,"5th Floor, Rack 1",264.0,0,
P0634,15.0,15.0,40.0,cluster_0,H03,H0313,H031302,H03130200,H0313020001,Rubber Duck,Garden,Decorative rubber ducks for fun,"3rd Floor, Rack 3",411.0,29,10% discount
P0635,1.0,21.0,11.0,cluster_6,H03,H0313,H031309,H03130900,H0313090031,Kite,Outdoor,Colorful kite for outdoor fun,"3rd Floor, Rack 2",907.0,48,10% discount
P0636,5.0,5.0,21.5,,H01,H0106,H010601,H01060113,H0106011305,Edible Garden Kit,Garden,Complete kit for growing edible plants,"3rd Floor, Rack 3",527.0,2,10% discount
P0637,5.0,25.0,9.0,cluster_0,H01,H0107,H010702,H01070200,H0107020004,Garden Apron,Garden,Durable apron with pockets for gardening tools,"3rd Floor, Rack 3",701.0,44,10% discount
P0638,9.0,24.0,18.0,cluster_0,H03,H0312,H031207,H03120710,H0312071007,Drip Irrigation Kit,Garden,Automatic watering system for gardens,"3rd Floor, Rack 3",255.0,13,10% discount
P0639,4.6,21.5,14.2,cluster_5,H00,H0003,H000310,H00031000,H0003100017,Outdoor Patio Umbrella,Outdoor,Adjustable patio umbrella for shade,"3rd Floor, Rack 2",273.0,29,10% discount
P0640,7.0,7.0,7.0,cluster_0,H01,H0108,H010811,H01081100,H0108110006,Adjustable Lounge Chair,Outdoor,Reclining lounge chair for relaxing,"3rd Floor, Rack 2",137.0,49,10% discount
P0641,1.0,17.0,8.0,cluster_0,H03,H0313,H031305,H03130518,H0313051826,Garden Gopher Repellent,Garden,Eco-friendly gopher repellent for gardens,"3rd Floor, Rack 3",252.0,3,10% discount
P0642,7.0,7.5,20.0,cluster_0,H00,H0003,H000312,H00031200,H0003120004,Pea Gravel,Garden,Decorative pea gravel for garden paths,"3rd Floor, Rack 3",351.0,17,10% discount
P0643,2.0,18.0,12.0,cluster_0,H03,H0313,H031305,H03130519,H0313051904,Garden Railing,Outdoor,Metal railing for garden pathways,"3rd Floor, Rack 2",259.0,36,10% discount
P0644,62.0,89.0,57.0,cluster_6,H03,H0314,H031401,H03140100,H0314010005,Rain Barrel,Garden,Collect rainwater for garden use,"3rd Floor, Rack 3",180.0,24,10% discount
P0645,4.0,38.0,38.0,cluster_0,H03,H0313,H031302,H03130215,H0313021510,LED Garden Lights,Outdoor,Energy-efficient LED lights for pathways,"3rd Floor, Rack 2",209.0,47,10% discount
P0646,4.5,19.0,29.5,cluster_0,H03,H0313,H031303,H03130302,H0313030201,Landscaping Rocks,Garden,Decorative rocks for landscaping,"3rd Floor, Rack 3",515.0,0,10% discount
P0647,5.0,19.0,13.0,cluster_0,H00,H0003,H000312,H00031200,H0003120001,Flower Bulbs,Garden,Different species of flower bulbs for planting,"3rd Floor, Rack 3",286.0,45,10% discount
P0649,1.0,23.0,10.0,cluster_3,H03,H0311,H031111,H03111101,H0311110124,Garden Bench,Outdoor,Classic wooden garden bench for seating,"3rd Floor, Rack 2",428.0,14,10% discount
P0651,5.9,24.5,6.4,cluster_4,H01,H0106,H010600,H01060013,H0106001301,Garden Hoses Reel,Garden,Wall-mounted reel for garden hoses,"3rd Floor, Rack 3",553.0,8,10% discount
P0652,15.5,5.4,6.5,cluster_4,H01,H0107,H010700,H01070009,H0107000901,Compost Tumbler,Garden,Compost tumbler for easy composting,"3rd Floor, Rack 3",721.0,14,10% discount
P0654,6.0,18.5,11.5,cluster_0,H00,H0002,H000208,H00020805,H0002080526,Rain Chain,Garden,Decorative rain chain for downspouts,"3rd Floor, Rack 3",135.0,48,10% discount
P0655,26.3,45.7,29.3,cluster_0,H01,H0106,H010601,H01060112,H0106011212,Indoor Water Feature,Home Decor,Indoor fountain for tranquility,"2nd Floor, Rack 6",819.0,23,50% discount
P0656,3.0,21.0,21.0,cluster_0,H03,H0312,H031204,H03120400,H0312040037,Peony Plants,Garden,Live peony plants for beautification,"3rd Floor, Rack 3",665.0,3,10% discount
P0657,3.0,11.5,16.5,cluster_0,H00,H0002,H000206,H00020605,H0002060501,Bird Bath,Garden,Decorative birdbath for the garden,"3rd Floor, Rack 3",174.0,11,10% discount
P0658,13.5,20.0,21.0,cluster_6,H01,H0107,H010700,H01070005,H0107000501,Solar Pond Pump,Garden,Solar-powered pond pump for water features,"3rd Floor, Rack 3",886.0,36,10% discount
P0659,5.0,18.5,9.0,cluster_0,H00,H0002,H000202,H00020200,H0002020026,Decoupage Supplies,Craft Room,Assorted supplies for decoupage arts,"3rd Floor, Rack 1",929.0,36,10% discount
P0660,6.5,7.5,13.0,cluster_0,H00,H0002,H000200,H00020000,H0002000001,Origami Paper,Craft Room,Colorful origami paper for crafts,"3rd Floor, Rack 1",155.0,42,10% discount
P0661,1.0,12.0,8.4,cluster_0,H01,H0106,H010601,H01060114,H0106011422,Craft Scissors,Craft Room,Specialty scissors for crafting,"3rd Floor, Rack 1",349.0,5,10% discount
P0662,22.0,3.5,22.0,cluster_0,H03,H0316,H031608,H03160817,H0316081713,Wood Glue,Craft Room,Strong wood glue for bonding,"3rd Floor, Rack 1",826.0,38,10% discount
P0663,5.3,13.4,5.3,cluster_1,H00,H0000,H000004,H00000405,H0000040506,Flocking Powder,Craft Room,Colorful flocking powder for decor,"3rd Floor, Rack 1",773.0,45,10% discount
P0664,4.0,4.0,15.0,cluster_3,H00,H0003,H000312,H00031200,H0003120012,Stickers Set,Craft Room,Assorted stickers for arts and crafts,"3rd Floor, Rack 1",266.0,23,10% discount
P0665,6.5,13.6,6.5,cluster_0,H00,H0001,H000105,H00010510,H0001051006,Sponge Brushes,Craft Room,Set of sponge brushes for art projects,"3rd Floor, Rack 1",288.0,10,10% discount
P0666,28.0,10.5,12.0,cluster_0,H03,H0317,H031702,H03170215,H0317021508,Felt Sheets,Craft Room,Variety of felt sheets for crafting,"3rd Floor, Rack 1",433.0,12,10% discount
P0667,2.0,12.4,7.7,cluster_0,H01,H0108,H010811,H01081100,H0108110001,Glitter Glue,Craft Room,Assorted glitter glue for embellishments,"3rd Floor, Rack 1",536.0,33,10% discount
P0668,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070019,Brayer Tool,Craft Room,Smooth roller for printing and crafts,"3rd Floor, Rack 1",656.0,24,10% discount
P0669,5.0,28.0,16.0,cluster_0,H03,H0311,H031109,H03110900,H0311090003,Decorative Paper Plates,Kitchen,Colorful paper plates for parties,"1st Floor, Rack 3",432.0,6,10% discount
P0670,3.8,15.5,3.8,cluster_9,H01,H0108,H010807,H01080709,H0108070906,Cupcake Toppers,Kitchen,Fun cupcake toppers for celebrations,"1st Floor, Rack 3",516.0,3,10% discount
P0671,7.4,10.8,7.4,cluster_0,H00,H0002,H000201,H00020110,H0002011012,Baby Shower Favors,Home Decor,Customized baby shower favor bags,"2nd Floor, Rack 6",773.0,7,50% discount
P0672,8.0,13.0,8.0,cluster_0,H03,H0313,H031309,H03130900,H0313090040,Birthday Cake Candles,Kitchen,Colorful candles for birthday cakes,"1st Floor, Rack 3",133.0,19,10% discount
P0673,8.0,18.0,10.0,cluster_0,H01,H0107,H010700,H01070009,H0107000922,Balloon Pump,Kitchen,Electric pump for inflating balloons,"1st Floor, Rack 3",327.0,28,10% discount
P0674,12.0,10.5,8.2,cluster_3,H03,H0316,H031608,H03160817,H0316081708,Easter Egg Decor,Home Decor,Supplies for decorating easter eggs,"2nd Floor, Rack 6",742.0,50,50% discount
P0675,6.5,26.0,13.0,cluster_0,H00,H0001,H000102,H00010210,H0001021017,Thanksgiving Tablecloth,Dining Room,Decorative tablecloth for Thanksgiving dinner,"1st Floor, Rack 8",906.0,44,15% discount
P0676,2.0,2.0,44.5,cluster_0,H03,H0312,H031205,H03120507,H0312050709,Ice Cream Sandwich Maker,Kitchen,Device for making ice cream sandwiches,"1st Floor, Rack 3",561.0,45,10% discount
P0678,1.5,12.0,7.5,cluster_0,H01,H0108,H010811,H01081100,H0108110001,Graduation Banner,Home Decor,Decorative banner for graduation celebrations,"2nd Floor, Rack 6",579.0,9,50% discount
P0679,16.0,19.5,16.0,cluster_0,H01,H0108,H010805,H01080509,H0108050906,Candle Making Kits,Craft Room,Complete kit for making homemade candles,"3rd Floor, Rack 1",196.0,42,10% discount
P0680,9.5,20.0,14.0,cluster_4,H01,H0107,H010702,H01070210,H0107021001,Fire Pit Cover,Outdoor,Protective cover for outdoor fire pits,"3rd Floor, Rack 2",503.0,33,10% discount
P0681,5.5,23.8,7.5,cluster_0,H01,H0108,H010807,H01080710,H0108071032,Outdoor Folding Chairs,Garden,Set of outdoor folding chairs for relaxing,"3rd Floor, Rack 3",579.0,25,10% discount
P0682,5.0,16.0,5.0,cluster_4,H00,H0000,H000004,H00000400,H0000040012,Ice Tray,Kitchen,Fun-shaped ice trays for creative ice shapes,"1st Floor, Rack 3",318.0,40,10% discount
P0683,1.0,29.5,21.0,cluster_0,H03,H0313,H031305,H03130520,H0313052001,Summer Fun Pool Float,Outdoor,Inflatable float for pool fun,"3rd Floor, Rack 2",342.0,48,10% discount
P0684,15.0,55.0,32.0,cluster_0,H03,H0313,H031303,H03130303,H0313030301,Lawn Sprinkler,Garden,Adjustable lawn sprinkler for watering grass,"3rd Floor, Rack 3",440.0,2,10% discount
P0685,3.0,26.5,17.0,cluster_2,H03,H0311,H031110,H03111006,H0311100603,Garden Fountain Pump,Garden,Submersible pump for decorative fountains,"3rd Floor, Rack 3",118.0,5,10% discount
P0687,5.0,15.2,9.9,cluster_9,H01,H0108,H010807,H01080710,H0108071022,Outdoor Cooking Set,Outdoor,Complete cooking set for camping,"3rd Floor, Rack 2",390.0,4,10% discount
P0688,1.0,23.0,7.5,cluster_0,H03,H0313,H031305,H03130518,H0313051817,Poolside Lounger,Outdoor,Comfortable adjustable lounger for pools,"3rd Floor, Rack 2",290.0,4,10% discount
P0689,9.2,27.4,11.5,cluster_0,H01,H0105,H010501,H01050114,H0105011401,Outdoor Fire Bowl,Outdoor,Decorative fire bowl for warmth and ambiance,"3rd Floor, Rack 2",395.0,46,10% discount
P0690,9.0,5.5,9.0,cluster_0,H01,H0108,H010810,H01081009,H0108100901,Outdoor Table and Chair Set,Outdoor,Complete table and chair set for patios,"3rd Floor, Rack 2",208.0,22,10% discount
P0691,1.0,20.0,30.0,cluster_4,H03,H0313,H031307,H03130705,H0313070502,Beach Umbrella,Outdoor,UV-protective beach umbrella for sunshade,"3rd Floor, Rack 2",901.0,48,10% discount
P0692,3.5,4.0,11.5,cluster_0,H03,H0312,H031207,H03120710,H0312071009,Beach Towel,Outdoor,Thick and absorbent beach towel for trips,"3rd Floor, Rack 2",634.0,8,10% discount
P0693,6.0,33.0,10.5,cluster_0,H03,H0313,H031302,H03130205,H0313020501,Outdoor Backpack,Outdoor,Durable backpack for outdoor adventures,"3rd Floor, Rack 2",711.0,34,10% discount
P0694,11.0,16.0,16.0,cluster_9,H00,H0000,H000005,H00000505,H0000050506,Travel Blanket,Travel Accessories,Compact travel blanket for warmth,"4th Floor, Rack 3",810.0,19,
P0695,2.0,10.0,20.0,cluster_9,H00,H0002,H000206,H00020610,H0002061001,Trolley,Kitchen,Multi-level kitchen trolley for storage,"1st Floor, Rack 3",549.0,48,10% discount
P0696,4.6,10.3,4.8,cluster_0,H01,H0108,H010805,H01080500,H0108050026,Lemon Squeezer,Kitchen,Manual lemon squeezer for fresh juice,"1st Floor, Rack 3",178.0,41,10% discount
P0697,8.0,16.0,10.0,cluster_0,H00,H0002,H000200,H00020009,H0002000901,Electric Grater,Kitchen,Electric vegetable grater for efficiency,"1st Floor, Rack 3",583.0,34,10% discount
P0698,11.1,11.1,11.1,cluster_7,H00,H0001,H000105,H00010500,H0001050008,Barbecue Tool Set,Outdoor,Complete tool set for BBQ grilling,"3rd Floor, Rack 2",628.0,49,10% discount
P0699,2.0,20.0,15.0,cluster_0,H03,H0313,H031307,H03130700,H0313070017,Bamboo Skewers,Kitchen,Set of bamboo skewers for grilling and kebabs,"1st Floor, Rack 3",771.0,17,10% discount
P0700,40.0,100.0,50.0,cluster_6,H03,H0314,H031401,H03140100,H0314010006,Hand-Held Mixer,Kitchen,Cordless hand-held mixer for baking,"1st Floor, Rack 3",488.0,16,10% discount
P0701,4.5,18.5,8.5,cluster_9,H01,H0107,H010702,H01070200,H0107020017,Pint Glasses,Dining Room,Set of pint glasses for beverages,"1st Floor, Rack 8",215.0,23,15% discount
P0702,4.5,7.0,7.0,cluster_4,H01,H0107,H010700,H01070009,H0107000901,Tumbler Cup,Kitchen,Insulated tumbler cup for cold drinks,"1st Floor, Rack 3",355.0,2,10% discount
P0703,26.0,26.0,26.0,cluster_0,H03,H0314,H031407,H03140702,H0314070201,Bacon Press,Kitchen,Cast iron bacon press for perfect cooking,"1st Floor, Rack 3",427.0,31,10% discount
P0704,6.0,20.0,13.0,cluster_0,H00,H0001,H000102,H00010210,H0001021012,Egg Separator,Kitchen,Tool for separating egg yolks from whites,"1st Floor, Rack 3",681.0,34,10% discount
P0705,4.6,23.3,8.6,cluster_6,H01,H0108,H010803,H01080311,H0108031101,Outdoor String Lights,Outdoor,Colorful string lights for party decoration,"3rd Floor, Rack 2",614.0,37,10% discount
P0706,1.0,10.0,10.0,cluster_0,H00,H0004,H000401,H00040105,H0004010522,Kitchen Tea Towels,Kitchen,Set of absorbent tea towels for drying dishes,"1st Floor, Rack 3",420.0,12,10% discount
P0707,4.3,13.5,4.3,cluster_9,H00,H0001,H000105,H00010510,H0001051017,Chalkboard Paint,Home Decor,Paint for creating chalkboard surfaces,"2nd Floor, Rack 6",988.0,46,50% discount
P0708,5.0,15.0,10.0,cluster_0,H03,H0315,H031504,H03150400,H0315040000,Stainless Steel Mixing Bowls,Kitchen,Set of stainless steel mixing bowls for cooking,"1st Floor, Rack 3",645.0,24,10% discount
P0709,6.0,21.0,11.0,cluster_9,H00,H0004,H000401,H00040105,H0004010512,Funnel Set,Kitchen,Set of funnels in different sizes for liquids,"1st Floor, Rack 3",314.0,8,10% discount
P0710,,,,cluster_0,H03,H0313,H031305,H03130520,H0313052008,Cupcake Carrier,Kitchen,Transport carrier for cupcakes,"1st Floor, Rack 3",192.0,3,10% discount
P0711,2.5,18.0,8.0,cluster_0,H03,H0315,H031504,H03150411,H0315041140,Silicone Spatula,Kitchen,Non-stick silicone spatula for baking,"1st Floor, Rack 3",238.0,13,10% discount
P0712,3.7,4.5,16.7,cluster_0,H01,H0108,H010801,H01080110,H0108011006,Peeler Set,Kitchen,Multiple peelers for fruits and vegetables,"1st Floor, Rack 3",321.0,36,10% discount
P0713,5.0,16.0,7.0,cluster_9,H00,H0004,H000400,H00040000,H0004000032,Baking Dishes,Kitchen,Set of baking dishes for versatile cooking,"1st Floor, Rack 3",245.0,33,10% discount
P0714,15.0,15.0,8.0,cluster_3,H01,H0108,H010811,H01081100,H0108110043,Cocktail Shaker Set,Kitchen,Complete cocktail shaking set for home bars,"1st Floor, Rack 3",268.0,10,10% discount
P0715,7.0,13.0,7.0,cluster_0,H00,H0000,H000005,H00000500,H0000050017,Whiskey Stones,Kitchen,Reusable whiskey stones for chilling drinks,"1st Floor, Rack 3",357.0,40,10% discount
P0716,12.7,6.5,21.0,cluster_9,H03,H0312,H031206,H03120610,H0312061042,Butter Churn,Kitchen,Traditional butter churn for homemade butter,"1st Floor, Rack 3",256.0,2,10% discount
P0718,5.0,18.0,10.0,cluster_0,H00,H0004,H000401,H00040100,H0004010026,Travel Makeup Mirror,Personal Care,Portable makeup mirror with LED lights,"4th Floor, Rack 8",907.0,27,
P0719,6.0,17.0,6.0,,H00,H0000,H000004,H00000400,H0000040001,Shower Curtain Hooks,Bathroom,Decorative hooks for shower curtains,"2nd Floor, Rack 8",172.0,28,5% discount
P0720,47.8,80.0,47.8,cluster_0,H01,H0106,H010601,H01060112,H0106011208,Bathroom Trash Can,Bathroom,Compact bathroom trash can with lid,"2nd Floor, Rack 8",572.0,8,5% discount
P0721,1.5,25.0,12.5,cluster_0,H01,H0108,H010809,H01080900,H0108090001,Rubber Maids,Utility Room,Versatile rubber maid containers for storage,"1st Floor, Rack 5",469.0,2,10% discount
P0722,5.0,7.0,5.0,,H01,H0107,H010702,H01070210,H0107021003,Household Inventory Tracker,Organization,Notebook for managing household inventory,"5th Floor, Rack 3",984.0,24,
P0724,6.0,24.0,10.0,cluster_0,H00,H0003,H000310,H00031000,H0003100001,Honeycomb Shelving,Home Decor,Decorative honeycomb shelving for displays,"2nd Floor, Rack 6",201.0,33,50% discount
P0725,,,,cluster_0,H00,H0004,H000402,H00040212,H0004021202,Hanging Wall Planters,Garden,Wall-mounted planters for vertical gardening,"3rd Floor, Rack 3",458.0,11,10% discount
P0726,1.0,15.0,10.0,cluster_0,H00,H0003,H000312,H00031200,H0003120001,Fishing Rod Holder,Outdoor,Portable fishing rod holder for trips,"3rd Floor, Rack 2",973.0,41,10% discount
P0727,,,,,H02,H0209,H020900,H02090000,H0209000001,Shoe Cleaning Kit,Utility Room,Complete kit for cleaning and restoring shoes,"1st Floor, Rack 5",879.0,8,10% discount
P0728,3.0,4.0,4.0,cluster_0,H02,H0210,H021000,H02100001,H0210000104,Tool Organizer,Garage,Wall-mounted organizer for tools and supplies,"1st Floor, Rack 6",835.0,14,5% discount
P0729,19.0,23.0,20.0,cluster_0,H03,H0315,H031508,H03150800,H0315080020,Garage Storage Shelves,Garage,Heavy-duty shelving units for garages,"1st Floor, Rack 6",332.0,39,5% discount
P0730,4.8,21.2,8.9,cluster_0,H01,H0108,H010807,H01080710,H0108071032,Multi-Purpose Ladder,Home Improvement,Adjustable multi-purpose ladder for home use,"3rd Floor, Rack 4",254.0,24,
P0731,8.0,18.0,8.0,cluster_0,H03,H0314,H031400,H03140001,H0314000101,Accent Lighting,Home Decor,Decorative accent lighting for room ambiance,"2nd Floor, Rack 6",702.0,4,50% discount
P0732,4.5,18.2,4.5,cluster_0,H01,H0108,H010805,H01080500,H0108050033,Lawn Chair with Cup Holder,Outdoor,Comfortable lawn chair with built-in cup holder,"3rd Floor, Rack 2",936.0,10,10% discount
P0733,2.0,4.0,9.0,cluster_7,H00,H0003,H000314,H00031405,H0003140506,Personalized Koziol for Kids,Craft Room,Fun personalized koziol for children,"3rd Floor, Rack 1",601.0,33,10% discount
P0735,5.0,22.5,6.1,cluster_8,H01,H0108,H010808,H01080815,H0108081512,Handheld Food Processor,Kitchen,Compact handheld food processor for quick meals,"1st Floor, Rack 3",614.0,23,10% discount
P0736,70.0,165.0,36.0,cluster_0,H01,H0107,H010702,H01070200,H0107020004,Silicone Baking Molds,Kitchen,Flexible silicone molds for assorted baked goods,"1st Floor, Rack 3",352.0,14,10% discount
P0737,2.0,25.0,9.0,cluster_3,H03,H0311,H031111,H03111103,H0311110301,Bamboo Utensil Set,Kitchen,Eco-friendly bamboo cooking utensil set,"1st Floor, Rack 3",793.0,37,10% discount
P0738,3.5,8.5,3.5,cluster_0,H01,H0108,H010808,H01080814,H0108081412,Popcorn Maker,Kitchen,Countertop popcorn maker for theater-style popcorn,"1st Floor, Rack 3",268.0,7,10% discount
P0739,8.5,9.0,8.5,cluster_3,H03,H0312,H031208,H03120817,H0312081713,Portable Blender,Kitchen,Personal blender for smoothies on the go,"1st Floor, Rack 3",391.0,4,10% discount
P0740,1.0,20.0,10.0,cluster_0,H03,H0313,H031305,H03130518,H0313051828,Ginger Grater,Kitchen,Specialized grater for ginger and other spices,"1st Floor, Rack 3",483.0,47,10% discount
P0741,3.8,16.4,9.5,cluster_0,H01,H0106,H010600,H01060013,H0106001345,Citrus Zester,Kitchen,Hand-held zester for citrus fruits,"1st Floor, Rack 3",557.0,25,10% discount
P0742,6.4,7.0,6.4,cluster_0,H01,H0108,H010811,H01081100,H0108110038,Butter Keeper,Kitchen,Countertop butter keeper for fresh storage,"1st Floor, Rack 3",318.0,17,10% discount
P0744,2.0,7.0,7.0,,H03,H0311,H031108,H03110802,H0311080202,Deviled Egg Tray,Kitchen,Tray specifically designed for deviled eggs,"1st Floor, Rack 3",203.0,5,10% discount
P0745,,,,cluster_0,H02,H0209,H020908,H02090804,H0209080422,Vegetable Veggie Chopper,Kitchen,Manual vegetable chopper for quick prep,"1st Floor, Rack 3",650.0,36,10% discount
P0746,1.0,1.0,1.0,cluster_0,H03,H0314,H031407,H03140702,H0314070202,Pasta Portion Tool,Kitchen,Portion measuring tool for spaghetti,"1st Floor, Rack 3",360.0,47,10% discount
P0747,23.0,23.0,33.3,cluster_0,H01,H0107,H010701,H01070100,H0107010026,Glass Beverage Dispenser,Kitchen,Large glass dispenser for drinks at parties,"1st Floor, Rack 3",623.0,12,10% discount
P0748,3.8,4.8,15.3,cluster_0,H01,H0108,H010801,H01080110,H0108011006,Stainless Steel Mixing Bowls,Kitchen,Dishwasher-safe stainless steel mixing bowls,"1st Floor, Rack 3",239.0,27,10% discount
